Age,NOC,Sport
27.0,GER,Hockey
32.0,FRA,Rowing
30.0,GER,Hockey
24.0,AUS,Rowing
30.0,AUS,Table Tennis
30.0,AUS,Table Tennis
29.0,GBR,Rowing
29.0,FRA,Canoeing
29.0,FRA,Canoeing
42.0,RUS,Handball
20.0,RUS,Rhythmic Gymnastics
39.0,GBR,Equestrianism
39.0,GBR,Equestrianism
28.0,JAM,Athletics
21.0,CAN,Softball
27.0,GBR,Rowing
23.0,GBR,Trampolining
31.0,AUS,Table Tennis
31.0,AUS,Table Tennis
26.0,CHN,Weightlifting
27.0,FRA,Sailing
28.0,FRA,Athletics
23.0,FRA,Sailing
22.0,FRA,Fencing
22.0,FRA,Fencing
16.0,FRA,Gymnastics
16.0,FRA,Gymnastics
16.0,FRA,Gymnastics
16.0,FRA,Gymnastics
16.0,FRA,Gymnastics
16.0,FRA,Gymnastics
29.0,FRA,Canoeing
28.0,RUS,Athletics
28.0,RUS,Athletics
32.0,FRA,Cycling
27.0,FRA,Judo
21.0,GER,Shooting
18.0,AUS,Football
22.0,GBR,Swimming
22.0,GBR,Swimming
22.0,GBR,Swimming
22.0,GBR,Swimming
23.0,USA,Fencing
23.0,USA,Fencing
21.0,GBR,Swimming
22.0,USA,Athletics
22.0,FRA,Canoeing
26.0,CAN,Sailing
28.0,ITA,Volleyball
27.0,FRA,Wrestling
24.0,GER,Hockey
25.0,CHN,Handball
25.0,CHN,Boxing
27.0,CAN,Swimming
30.0,USA,Cycling
28.0,FRA,Handball
32.0,FRA,Judo
27.0,HUN,Handball
24.0,HUN,Fencing
24.0,HUN,Fencing
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
31.0,FRA,Canoeing
31.0,FRA,Canoeing
19.0,AUS,Swimming
19.0,AUS,Swimming
19.0,AUS,Swimming
31.0,ITA,Rowing
19.0,GER,Canoeing
19.0,GER,Canoeing
29.0,CAN,Judo
29.0,ITA,Judo
23.0,CAN,Fencing
24.0,FRA,Sailing
32.0,USA,Basketball
25.0,CAN,Synchronized Swimming
25.0,CAN,Synchronized Swimming
30.0,GER,Sailing
18.0,FRA,Swimming
18.0,FRA,Swimming
27.0,RUS,Athletics
31.0,RUS,Rowing
21.0,USA,Canoeing
27.0,AUS,Baseball
31.0,GBR,Athletics
30.0,GBR,Hockey
26.0,AUS,Athletics
21.0,GBR,Athletics
21.0,GBR,Athletics
22.0,GER,Athletics
28.0,USA,Swimming
28.0,USA,Swimming
28.0,USA,Swimming
28.0,USA,Swimming
24.0,CHN,Handball
27.0,CHN,Softball
25.0,CHN,Athletics
26.0,CHN,Athletics
19.0,CHN,Wrestling
18.0,CHN,Swimming
21.0,CHN,Rhythmic Gymnastics
31.0,CHN,Shooting
21.0,CHN,Swimming
24.0,CHN,Shooting
25.0,CHN,Football
19.0,CHN,Canoeing
25.0,CHN,Cycling
24.0,CHN,Athletics
23.0,CHN,Fencing
23.0,CHN,Fencing
27.0,CHN,Basketball
20.0,CHN,Softball
18.0,CHN,Rowing
23.0,CHN,Shooting
32.0,CHN,Athletics
24.0,CHN,Volleyball
26.0,CHN,Hockey
25.0,CHN,Judo
24.0,CHN,Tennis
17.0,CHN,Diving
17.0,CHN,Diving
19.0,CHN,Canoeing
22.0,CHN,Handball
23.0,CHN,Gymnastics
23.0,CHN,Gymnastics
23.0,CHN,Gymnastics
23.0,CHN,Gymnastics
23.0,CHN,Gymnastics
27.0,CHN,Athletics
16.0,CHN,Gymnastics
16.0,CHN,Gymnastics
16.0,CHN,Gymnastics
16.0,CHN,Gymnastics
16.0,CHN,Gymnastics
25.0,CHN,Athletics
21.0,CHN,Athletics
25.0,CHN,Synchronized Swimming
29.0,CHN,Wrestling
20.0,CHN,Athletics
22.0,CHN,Weightlifting
22.0,CHN,Modern Pentathlon
26.0,CHN,Athletics
24.0,CAN,Softball
25.0,CAN,Rowing
25.0,CAN,Canoeing
21.0,HUN,Weightlifting
28.0,RUS,Tennis
33.0,USA,Football
20.0,CHN,Badminton
18.0,CHN,Gymnastics
18.0,CHN,Gymnastics
18.0,CHN,Gymnastics
18.0,CHN,Gymnastics
18.0,CHN,Gymnastics
26.0,CHN,Archery
26.0,CHN,Archery
23.0,USA,Athletics
35.0,USA,Triathlon
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
19.0,GBR,Gymnastics
21.0,GBR,Shooting
28.0,GER,Football
22.0,RUS,Athletics
26.0,USA,Athletics
23.0,AUS,Boxing
32.0,RUS,Rowing
21.0,CHN,Weightlifting
19.0,CHN,Athletics
21.0,CHN,Canoeing
21.0,CHN,Canoeing
24.0,CHN,Basketball
15.0,CHN,Swimming
15.0,CHN,Swimming
25.0,CHN,Judo
21.0,CHN,Athletics
19.0,CHN,Handball
23.0,CHN,Volleyball
18.0,CHN,Athletics
26.0,CHN,Athletics
22.0,CHN,Swimming
24.0,CHN,Boxing
22.0,CHN,Handball
25.0,CHN,Athletics
28.0,CHN,Judo
22.0,CHN,Shooting
28.0,AUS,Hockey
29.0,ITA,Baseball
24.0,FRA,Tennis
37.0,AUS,Baseball
24.0,ITA,Volleyball
31.0,GER,Athletics
35.0,RUS,Athletics
25.0,GER,Sailing
36.0,GER,Rowing
26.0,AUS,Beach Volleyball
20.0,USA,Swimming
20.0,USA,Swimming
28.0,AUS,Rowing
24.0,RUS,Fencing
24.0,RUS,Fencing
24.0,AUS,Rowing
29.0,ITA,Athletics
45.0,FRA,Cycling
45.0,FRA,Cycling
17.0,USA,Shooting
21.0,CAN,Athletics
25.0,USA,Taekwondo
23.0,USA,Water Polo
29.0,USA,Athletics
21.0,POR,Football
27.0,HUN,Handball
36.0,USA,Sailing
21.0,AUS,Weightlifting
20.0,USA,Synchronized Swimming
24.0,AUS,Shooting
24.0,AUS,Shooting
24.0,AUS,Shooting
24.0,USA,Wrestling
21.0,CHN,Softball
19.0,CHN,Rhythmic Gymnastics
21.0,CHN,Rhythmic Gymnastics
20.0,AUS,Swimming
22.0,ITA,Baseball
25.0,ITA,Rowing
25.0,CHN,Softball
21.0,CHN,Taekwondo
27.0,CHN,Rowing
20.0,CHN,Swimming
20.0,CHN,Swimming
24.0,CAN,Swimming
36.0,USA,Table Tennis
36.0,USA,Table Tennis
24.0,GER,Swimming
23.0,GER,Shooting
23.0,GER,Shooting
25.0,CAN,Sailing
30.0,GER,Rowing
27.0,GER,Sailing
32.0,FRA,Equestrianism
32.0,FRA,Equestrianism
30.0,RUS,Shooting
20.0,RUS,Athletics
24.0,CHN,Table Tennis
24.0,CHN,Table Tennis
20.0,CHN,Athletics
27.0,CHN,Cycling
24.0,CHN,Hockey
25.0,IND,Wrestling
23.0,CAN,Wrestling
39.0,CAN,Sailing
26.0,GBR,Athletics
35.0,POR,Athletics
31.0,USA,Athletics
25.0,GER,Water Polo
29.0,USA,Rowing
20.0,AUS,Swimming
20.0,AUS,Swimming
20.0,AUS,Swimming
20.0,AUS,Swimming
15.0,CAN,Gymnastics
15.0,CAN,Gymnastics
15.0,CAN,Gymnastics
33.0,GBR,Cycling
33.0,GBR,Cycling
42.0,AUS,Equestrianism
21.0,FRA,Rowing
29.0,ITA,Judo
23.0,CAN,Athletics
23.0,CAN,Athletics
29.0,AUS,Cycling
24.0,HUN,Water Polo
22.0,AUS,Football
40.0,USA,Equestrianism
40.0,USA,Equestrianism
30.0,GBR,Athletics
30.0,ITA,Athletics
21.0,USA,Rowing
34.0,USA,Archery
34.0,USA,Archery
37.0,ITA,Equestrianism
37.0,ITA,Equestrianism
22.0,ITA,Swimming
22.0,ITA,Swimming
22.0,ITA,Swimming
21.0,RUS,Taekwondo
31.0,AUS,Basketball
29.0,USA,Athletics
25.0,CHN,Hockey
33.0,POR,Beach Volleyball
27.0,GER,Athletics
30.0,HUN,Wrestling
17.0,HUN,Swimming
28.0,RUS,Boxing
31.0,RUS,Athletics
30.0,RUS,Judo
26.0,RUS,Judo
31.0,RUS,Water Polo
31.0,ITA,Baseball
33.0,ITA,Water Polo
27.0,USA,Swimming
25.0,GBR,Athletics
24.0,GBR,Rowing
24.0,ITA,Softball
29.0,RUS,Boxing
29.0,IND,Weightlifting
25.0,USA,Canoeing
25.0,USA,Canoeing
27.0,USA,Athletics
17.0,AUS,Judo
30.0,RUS,Wrestling
17.0,FRA,Swimming
17.0,FRA,Swimming
17.0,FRA,Swimming
44.0,CAN,Equestrianism
44.0,CAN,Equestrianism
23.0,CAN,Rowing
26.0,HUN,Tennis
26.0,HUN,Tennis
30.0,FRA,Athletics
19.0,FRA,Athletics
19.0,FRA,Athletics
29.0,GBR,Cycling
26.0,RUS,Wrestling
25.0,PAK,Hockey
36.0,FRA,Athletics
27.0,USA,Basketball
28.0,RUS,Swimming
28.0,RUS,Swimming
28.0,ITA,Baseball
36.0,ITA,Sailing
33.0,ITA,Sailing
29.0,ITA,Basketball
25.0,ITA,Diving
22.0,ITA,Diving
23.0,FRA,Gymnastics
23.0,FRA,Gymnastics
23.0,FRA,Gymnastics
23.0,FRA,Gymnastics
23.0,FRA,Gymnastics
23.0,FRA,Gymnastics
23.0,FRA,Gymnastics
22.0,ITA,Sailing
28.0,HUN,Athletics
28.0,FRA,Canoeing
26.0,ITA,Athletics
18.0,ITA,Swimming
28.0,POR,Sailing
36.0,AUS,Canoeing
23.0,POR,Football
26.0,USA,Basketball
24.0,AUS,Shooting
25.0,RUS,Cycling
25.0,RUS,Cycling
29.0,AUS,Athletics
20.0,ITA,Diving
20.0,ITA,Diving
25.0,CAN,Rowing
22.0,GBR,Swimming
22.0,GBR,Swimming
22.0,GBR,Swimming
22.0,GBR,Swimming
22.0,CAN,Beach Volleyball
27.0,FRA,Trampolining
24.0,AUS,Rowing
28.0,ITA,Athletics
28.0,FRA,Cycling
22.0,POR,Football
30.0,FRA,Athletics
36.0,POR,Athletics
18.0,USA,Boxing
16.0,RUS,Swimming
21.0,JPN,Football
25.0,GER,Athletics
25.0,ITA,Fencing
23.0,ITA,Rowing
32.0,RUS,Athletics
28.0,ITA,Canoeing
31.0,GBR,Hockey
19.0,ITA,Rhythmic Gymnastics
22.0,USA,Cycling
24.0,ITA,Baseball
28.0,AUS,Taekwondo
28.0,ITA,Volleyball
25.0,JPN,Badminton
29.0,FRA,Weightlifting
25.0,HUN,Athletics
19.0,AUS,Cycling
30.0,GER,Judo
27.0,AUS,Swimming
24.0,JPN,Athletics
20.0,JPN,Swimming
20.0,JPN,Swimming
20.0,JPN,Swimming
23.0,JPN,Football
26.0,JPN,Wrestling
36.0,JPN,Table Tennis
22.0,JPN,Archery
22.0,JPN,Archery
23.0,JPN,Baseball
23.0,USA,Fencing
23.0,USA,Fencing
31.0,RUS,Rowing
25.0,FRA,Tennis
25.0,FRA,Tennis
30.0,FRA,Athletics
34.0,ITA,Athletics
27.0,USA,Beach Volleyball
20.0,GER,Tennis
30.0,AUS,Water Polo
33.0,GBR,Athletics
33.0,RUS,Table Tennis
21.0,ITA,Baseball
23.0,ITA,Diving
37.0,AUS,Athletics
26.0,AUS,Hockey
27.0,CAN,Athletics
30.0,USA,Cycling
18.0,GBR,Swimming
23.0,USA,Gymnastics
23.0,USA,Gymnastics
23.0,USA,Gymnastics
23.0,USA,Gymnastics
23.0,USA,Gymnastics
23.0,USA,Gymnastics
23.0,USA,Gymnastics
23.0,USA,Gymnastics
25.0,GBR,Athletics
25.0,GBR,Athletics
33.0,USA,Cycling
16.0,USA,Gymnastics
16.0,USA,Gymnastics
16.0,USA,Gymnastics
16.0,USA,Gymnastics
16.0,USA,Gymnastics
16.0,USA,Gymnastics
30.0,USA,Wrestling
23.0,AUS,Shooting
23.0,AUS,Shooting
34.0,JAM,Athletics
34.0,JAM,Athletics
49.0,USA,Equestrianism
49.0,USA,Equestrianism
28.0,USA,Sailing
32.0,AUS,Cycling
24.0,USA,Synchronized Swimming
32.0,JAM,Athletics
28.0,AUS,Cycling
28.0,AUS,Cycling
37.0,GBR,Equestrianism
37.0,GBR,Equestrianism
25.0,CAN,Triathlon
23.0,AUS,Rowing
28.0,CAN,Cycling
25.0,AUS,Athletics
19.0,AUS,Water Polo
21.0,CAN,Fencing
29.0,GBR,Canoeing
21.0,AUS,Football
39.0,AUS,Rowing
19.0,GBR,Rhythmic Gymnastics
27.0,CAN,Rowing
23.0,CAN,Triathlon
23.0,USA,Wrestling
23.0,GBR,Sailing
35.0,USA,Beach Volleyball
26.0,GBR,Swimming
20.0,AUS,Cycling
20.0,AUS,Cycling
26.0,CAN,Baseball
25.0,AUS,Canoeing
19.0,GER,Swimming
19.0,GER,Swimming
19.0,GER,Swimming
21.0,GER,Swimming
22.0,HUN,Handball
24.0,GER,Cycling
24.0,GER,Cycling
24.0,GER,Cycling
26.0,POR,Football
21.0,POR,Football
34.0,RUS,Table Tennis
23.0,ITA,Judo
28.0,ITA,Equestrianism
28.0,ITA,Equestrianism
31.0,USA,Sailing
23.0,USA,Softball
27.0,CHN,Canoeing
27.0,CHN,Canoeing
28.0,CHN,Fencing
28.0,CHN,Basketball
24.0,CHN,Wrestling
26.0,RUS,Cycling
24.0,POR,Trampolining
31.0,ITA,Swimming
31.0,ITA,Swimming
33.0,RUS,Rowing
26.0,FRA,Sailing
27.0,FRA,Athletics
22.0,ITA,Football
25.0,USA,Volleyball
22.0,FRA,Swimming
22.0,FRA,Swimming
22.0,FRA,Swimming
22.0,FRA,Swimming
22.0,FRA,Swimming
31.0,USA,Beach Volleyball
24.0,GBR,Swimming
38.0,CAN,Shooting
38.0,CAN,Shooting
27.0,GER,Diving
33.0,HUN,Handball
26.0,CHN,Softball
31.0,ITA,Basketball
25.0,ITA,Wrestling
23.0,CHN,Basketball
23.0,AUS,Table Tennis
23.0,AUS,Table Tennis
30.0,ITA,Water Polo
29.0,GER,Hockey
27.0,AUS,Diving
27.0,AUS,Diving
24.0,USA,Rowing
20.0,GBR,Hockey
20.0,ITA,Swimming
20.0,ITA,Swimming
23.0,USA,Canoeing
21.0,JPN,Swimming
21.0,JPN,Swimming
31.0,GER,Athletics
27.0,ITA,Baseball
31.0,USA,Athletics
37.0,USA,Athletics
57.0,CAN,Equestrianism
26.0,USA,Volleyball
20.0,AUS,Athletics
27.0,USA,Athletics
32.0,AUS,Water Polo
18.0,AUS,Swimming
18.0,AUS,Swimming
18.0,AUS,Swimming
18.0,AUS,Swimming
32.0,CAN,Rowing
25.0,AUS,Canoeing
40.0,AUS,Shooting
40.0,AUS,Shooting
28.0,RUS,Cycling
34.0,HUN,Fencing
34.0,HUN,Fencing
22.0,ITA,Wrestling
22.0,USA,Judo
31.0,GER,Football
24.0,ITA,Swimming
28.0,CAN,Swimming
28.0,CAN,Swimming
28.0,CAN,Swimming
26.0,USA,Cycling
26.0,USA,Cycling
25.0,USA,Wrestling
27.0,JPN,Shooting
27.0,JPN,Shooting
25.0,RUS,Wrestling
22.0,JPN,Softball
23.0,RUS,Athletics
23.0,RUS,Athletics
34.0,GBR,Sailing
26.0,USA,Football
30.0,JPN,Baseball
29.0,JPN,Hockey
18.0,JPN,Weightlifting
33.0,JPN,Baseball
25.0,JPN,Football
28.0,JPN,Hockey
25.0,JPN,Diving
24.0,JPN,Gymnastics
24.0,JPN,Gymnastics
24.0,JPN,Gymnastics
24.0,JPN,Gymnastics
24.0,JPN,Gymnastics
24.0,JPN,Gymnastics
23.0,RUS,Taekwondo
21.0,CHN,Basketball
23.0,GER,Athletics
25.0,HUN,Handball
23.0,USA,Athletics
28.0,HUN,Fencing
25.0,RUS,Modern Pentathlon
32.0,RUS,Sailing
21.0,RUS,Fencing
21.0,RUS,Fencing
20.0,ITA,Taekwondo
23.0,AUS,Tennis
23.0,AUS,Tennis
34.0,GER,Athletics
28.0,HUN,Triathlon
28.0,HUN,Athletics
29.0,HUN,Water Polo
29.0,ITA,Table Tennis
23.0,CAN,Athletics
22.0,FRA,Swimming
22.0,FRA,Swimming
22.0,FRA,Swimming
22.0,FRA,Swimming
22.0,JPN,Football
25.0,ITA,Fencing
25.0,ITA,Fencing
24.0,FRA,Athletics
28.0,POR,Athletics
24.0,POR,Athletics
21.0,POR,Swimming
21.0,POR,Swimming
18.0,POR,Judo
37.0,CAN,Triathlon
21.0,USA,Wrestling
34.0,ITA,Judo
26.0,FRA,Volleyball
23.0,GBR,Hockey
30.0,USA,Water Polo
28.0,AUS,Football
50.0,AUS,Shooting
50.0,AUS,Shooting
21.0,USA,Athletics
23.0,GBR,Hockey
17.0,AUS,Gymnastics
17.0,AUS,Gymnastics
17.0,AUS,Gymnastics
17.0,AUS,Gymnastics
17.0,AUS,Gymnastics
17.0,AUS,Gymnastics
18.0,AUS,Volleyball
22.0,ITA,Gymnastics
22.0,ITA,Gymnastics
22.0,ITA,Gymnastics
22.0,ITA,Gymnastics
22.0,ITA,Gymnastics
22.0,ITA,Gymnastics
22.0,ITA,Gymnastics
22.0,ITA,Gymnastics
33.0,FRA,Cycling
33.0,FRA,Cycling
22.0,POR,Football
31.0,ITA,Cycling
23.0,ITA,Football
25.0,POR,Swimming
30.0,CAN,Judo
29.0,GBR,Badminton
19.0,AUS,Swimming
22.0,AUS,Taekwondo
24.0,JPN,Athletics
24.0,JPN,Badminton
24.0,JPN,Swimming
28.0,ITA,Judo
22.0,ITA,Rowing
24.0,JPN,Tennis
24.0,JPN,Tennis
27.0,JPN,Hockey
23.0,CAN,Rowing
23.0,JPN,Football
19.0,JPN,Swimming
19.0,JPN,Swimming
19.0,JPN,Swimming
32.0,ITA,Rowing
23.0,ITA,Rowing
36.0,GBR,Athletics
33.0,USA,Athletics
27.0,AUS,Equestrianism
27.0,AUS,Equestrianism
27.0,AUS,Softball
22.0,FRA,Rowing
29.0,USA,Rowing
32.0,RUS,Shooting
34.0,RUS,Trampolining
30.0,RUS,Athletics
22.0,RUS,Judo
30.0,AUS,Softball
24.0,AUS,Athletics
25.0,FRA,Gymnastics
25.0,FRA,Gymnastics
25.0,FRA,Gymnastics
25.0,FRA,Gymnastics
25.0,FRA,Gymnastics
25.0,FRA,Gymnastics
25.0,FRA,Gymnastics
23.0,QAT,Athletics
33.0,GBR,Rowing
27.0,AUS,Hockey
21.0,CHN,Rowing
30.0,CHN,Softball
20.0,CHN,Trampolining
38.0,CAN,Cycling
38.0,CAN,Cycling
26.0,PAK,Hockey
24.0,GER,Football
25.0,GER,Hockey
23.0,GER,Athletics
32.0,GER,Rowing
16.0,AUS,Gymnastics
16.0,AUS,Gymnastics
16.0,AUS,Gymnastics
16.0,AUS,Gymnastics
16.0,AUS,Gymnastics
22.0,USA,Water Polo
26.0,GBR,Badminton
22.0,USA,Swimming
24.0,JPN,Athletics
31.0,JPN,Baseball
22.0,JPN,Rhythmic Gymnastics
24.0,RUS,Modern Pentathlon
29.0,JPN,Athletics
27.0,JPN,Athletics
34.0,AUS,Athletics
28.0,GBR,Athletics
20.0,AUS,Swimming
20.0,RUS,Wrestling
20.0,RUS,Rhythmic Gymnastics
33.0,GER,Beach Volleyball
18.0,GER,Gymnastics
18.0,GER,Gymnastics
18.0,GER,Gymnastics
18.0,GER,Gymnastics
18.0,GER,Gymnastics
28.0,ITA,Water Polo
16.0,HUN,Swimming
27.0,FRA,Handball
26.0,CAN,Baseball
23.0,RUS,Tennis
23.0,RUS,Tennis
22.0,CAN,Synchronized Swimming
32.0,PAK,Hockey
23.0,JPN,Swimming
23.0,JPN,Swimming
23.0,JPN,Swimming
27.0,JPN,Fencing
30.0,JPN,Wrestling
27.0,JPN,Basketball
25.0,JPN,Cycling
25.0,JPN,Cycling
18.0,FRA,Archery
18.0,FRA,Archery
26.0,HUN,Tennis
23.0,HUN,Handball
26.0,HUN,Fencing
33.0,HUN,Fencing
33.0,HUN,Fencing
24.0,JPN,Softball
24.0,JPN,Athletics
17.0,JPN,Hockey
38.0,JPN,Cycling
40.0,JPN,Sailing
31.0,JPN,Baseball
22.0,JPN,Swimming
22.0,JPN,Swimming
22.0,JPN,Swimming
27.0,JPN,Triathlon
23.0,JPN,Swimming
23.0,JPN,Swimming
21.0,JPN,Gymnastics
21.0,JPN,Gymnastics
21.0,JPN,Gymnastics
21.0,JPN,Gymnastics
21.0,JPN,Gymnastics
21.0,JPN,Gymnastics
40.0,JPN,Shooting
40.0,JPN,Shooting
27.0,JPN,Athletics
28.0,JPN,Badminton
23.0,ITA,Swimming
23.0,ITA,Swimming
21.0,IND,Shooting
24.0,FRA,Handball
32.0,ITA,Cycling
28.0,JPN,Volleyball
23.0,RUS,Fencing
23.0,RUS,Fencing
22.0,JPN,Football
25.0,AUS,Canoeing
18.0,RUS,Swimming
53.0,CAN,Shooting
53.0,CAN,Shooting
45.0,FRA,Equestrianism
45.0,FRA,Equestrianism
47.0,USA,Tennis
25.0,RUS,Athletics
25.0,RUS,Athletics
28.0,FRA,Weightlifting
52.0,CAN,Equestrianism
52.0,CAN,Equestrianism
28.0,FRA,Shooting
25.0,RUS,Fencing
19.0,AUS,Swimming
19.0,AUS,Swimming
24.0,AUS,Water Polo
27.0,FRA,Taekwondo
33.0,ITA,Sailing
29.0,ITA,Table Tennis
29.0,USA,Athletics
32.0,USA,Rowing
26.0,HUN,Fencing
26.0,HUN,Fencing
29.0,HUN,Athletics
28.0,RUS,Gymnastics
28.0,RUS,Gymnastics
28.0,RUS,Gymnastics
28.0,RUS,Gymnastics
28.0,RUS,Gymnastics
32.0,GER,Athletics
19.0,USA,Synchronized Swimming
31.0,CAN,Tennis
35.0,RUS,Shooting
35.0,RUS,Shooting
22.0,POR,Judo
28.0,AUS,Hockey
19.0,GER,Athletics
28.0,FRA,Cycling
28.0,FRA,Cycling
29.0,ITA,Sailing
29.0,RUS,Archery
25.0,AUS,Diving
25.0,AUS,Diving
25.0,AUS,Diving
25.0,AUS,Diving
31.0,GBR,Athletics
29.0,AUS,Rowing
30.0,GBR,Cycling
30.0,GBR,Cycling
23.0,GBR,Athletics
19.0,FRA,Swimming
16.0,AUS,Gymnastics
16.0,AUS,Gymnastics
16.0,AUS,Gymnastics
16.0,AUS,Gymnastics
16.0,AUS,Gymnastics
37.0,USA,Table Tennis
23.0,CAN,Badminton
20.0,USA,Archery
20.0,USA,Archery
25.0,AUS,Synchronized Swimming
35.0,AUS,Sailing
28.0,CAN,Baseball
29.0,FRA,Handball
28.0,GER,Athletics
40.0,CAN,Equestrianism
40.0,CAN,Equestrianism
31.0,CHN,Hockey
30.0,ITA,Athletics
32.0,GBR,Athletics
26.0,AUS,Basketball
25.0,GER,Sailing
28.0,CAN,Tennis
28.0,CAN,Tennis
27.0,USA,Athletics
32.0,RUS,Volleyball
38.0,RUS,Athletics
34.0,AUS,Baseball
26.0,GER,Cycling
26.0,GER,Cycling
26.0,GER,Cycling
28.0,JPN,Triathlon
23.0,FRA,Fencing
23.0,FRA,Fencing
23.0,CHN,Table Tennis
23.0,CHN,Table Tennis
33.0,JPN,Triathlon
19.0,POR,Swimming
24.0,RUS,Athletics
21.0,USA,Volleyball
28.0,FRA,Boxing
26.0,JPN,Athletics
26.0,GER,Canoeing
29.0,JPN,Judo
33.0,CAN,Wrestling
24.0,AUS,Swimming
24.0,AUS,Swimming
24.0,AUS,Swimming
22.0,AUS,Football
23.0,AUS,Water Polo
24.0,RUS,Judo
26.0,RUS,Athletics
22.0,GER,Water Polo
31.0,AUS,Sailing
33.0,USA,Cycling
32.0,USA,Weightlifting
21.0,FRA,Wrestling
32.0,AUS,Boxing
29.0,RUS,Synchronized Swimming
20.0,RUS,Athletics
25.0,AUS,Athletics
31.0,FRA,Athletics
31.0,FRA,Athletics
24.0,GER,Archery
24.0,GER,Archery
28.0,POR,Sailing
26.0,USA,Athletics
26.0,USA,Softball
27.0,USA,Rowing
32.0,ITA,Baseball
32.0,USA,Beach Volleyball
20.0,CAN,Softball
26.0,PRK,Table Tennis
22.0,PRK,Wrestling
21.0,GBR,Swimming
21.0,CAN,Swimming
21.0,CAN,Swimming
29.0,USA,Softball
23.0,JPN,Wrestling
49.0,JPN,Equestrianism
49.0,JPN,Equestrianism
26.0,JPN,Tennis
26.0,JPN,Tennis
22.0,GER,Athletics
25.0,POR,Athletics
25.0,POR,Athletics
31.0,FRA,Fencing
31.0,FRA,Fencing
22.0,USA,Wrestling
28.0,GBR,Athletics
26.0,CAN,Softball
21.0,GER,Football
24.0,USA,Basketball
21.0,AUS,Baseball
21.0,GER,Swimming
31.0,AUS,Cycling
31.0,AUS,Cycling
21.0,JPN,Basketball
30.0,JPN,Baseball
26.0,CAN,Baseball
36.0,USA,Sailing
32.0,CAN,Archery
26.0,JPN,Badminton
26.0,JPN,Badminton
20.0,GBR,Athletics
20.0,GBR,Athletics
21.0,USA,Basketball
32.0,JPN,Taekwondo
30.0,JPN,Cycling
24.0,FRA,Athletics
22.0,JPN,Football
21.0,JPN,Swimming
21.0,JPN,Swimming
21.0,JPN,Swimming
24.0,AUS,Canoeing
26.0,ITA,Baseball
24.0,AUS,Rowing
31.0,USA,Judo
27.0,CAN,Softball
25.0,AUS,Boxing
27.0,FRA,Handball
22.0,GER,Football
27.0,JPN,Volleyball
24.0,USA,Athletics
29.0,JPN,Swimming
29.0,JPN,Swimming
19.0,JPN,Athletics
24.0,JPN,Football
25.0,RUS,Canoeing
26.0,GER,Rowing
19.0,USA,Football
19.0,HUN,Athletics
21.0,AUS,Athletics
21.0,USA,Water Polo
25.0,CAN,Baseball
19.0,RUS,Wrestling
23.0,JPN,Swimming
32.0,AUS,Water Polo
30.0,JPN,Athletics
30.0,JPN,Athletics
18.0,JPN,Gymnastics
18.0,JPN,Gymnastics
18.0,JPN,Gymnastics
18.0,JPN,Gymnastics
18.0,JPN,Gymnastics
23.0,RUS,Basketball
21.0,USA,Softball
28.0,GER,Equestrianism
28.0,GER,Equestrianism
30.0,GER,Athletics
23.0,JPN,Cycling
18.0,JPN,Fencing
25.0,JPN,Football
22.0,JPN,Volleyball
28.0,USA,Judo
25.0,AUS,Baseball
25.0,GBR,Rowing
21.0,AUS,Rowing
21.0,CHN,Swimming
41.0,GER,Equestrianism
41.0,GER,Equestrianism
27.0,AUS,Baseball
20.0,JPN,Volleyball
30.0,JPN,Basketball
24.0,GBR,Athletics
24.0,GBR,Athletics
23.0,ITA,Synchronized Swimming
28.0,RUS,Shooting
28.0,RUS,Shooting
31.0,IND,Tennis
32.0,AUS,Sailing
27.0,ITA,Volleyball
19.0,PRK,Weightlifting
25.0,PRK,Judo
23.0,PRK,Diving
26.0,RUS,Diving
26.0,RUS,Diving
33.0,HUN,Handball
34.0,RUS,Table Tennis
25.0,HUN,Handball
40.0,HUN,Shooting
29.0,GBR,Archery
29.0,GBR,Archery
37.0,CAN,Cycling
37.0,CAN,Cycling
22.0,ITA,Football
28.0,CHN,Judo
26.0,CHN,Basketball
27.0,IND,Rowing
19.0,CHN,Swimming
19.0,CHN,Swimming
19.0,CHN,Swimming
29.0,GBR,Weightlifting
26.0,ITA,Baseball
27.0,ITA,Cycling
32.0,CAN,Rowing
31.0,ITA,Volleyball
21.0,HUN,Athletics
27.0,USA,Athletics
23.0,USA,Trampolining
22.0,ITA,Swimming
22.0,ITA,Swimming
26.0,ITA,Baseball
28.0,USA,Athletics
30.0,USA,Shooting
26.0,USA,Football
31.0,GBR,Hockey
31.0,JAM,Athletics
27.0,GBR,Swimming
22.0,HUN,Athletics
16.0,RUS,Swimming
25.0,USA,Canoeing
19.0,RUS,Athletics
31.0,AUS,Modern Pentathlon
21.0,CAN,Boxing
24.0,POR,Wrestling
28.0,ITA,Fencing
28.0,ITA,Fencing
33.0,HUN,Handball
43.0,IND,Sailing
30.0,FRA,Volleyball
17.0,AUS,Swimming
26.0,CAN,Badminton
16.0,USA,Gymnastics
16.0,USA,Gymnastics
